content,score,sentiment
Tidak bisa diinstal setelah update,1,negative
ok,5,positive
"setelah update jadi lambat , gambar lama terbukanya",1,negative
tokopedia dan anter aja aplikasi yang buruk pengirimannya,1,negative
Kren sanggar membantu,4,positive
rekomended,5,positive
"sampe saat ini masih nyaman pake toko pedia. Tapi pake ""Plus"" malah nyesel sekarang, ongkir lebih mahal",3,negative
langganan di Tokopedia mantap,5,positive
Cs slowresp bgt Saya ditipu sama seller lama responnya kalau ditanya cuma dikasih nomor tiket bot yg bales lama pula sampai skrg pun blm dbales,1,negative
"saya tidak ada download aplikasi tokopedia. tapi kenapa hari ini di wa saya masuk sms kode verifikasi sebanyak 7 kali. jika ada yg menyalahgunakan data saya, maka saya tidak bertanggung jawab, dan akan menuntut sesuai undang undang yang berlaku",1,negative
nice,5,positive
bagus,5,positive
"Sebenarnya harga di Tokopedia murah2, tapi kendala di ongkir, kalo mau gratis ongkir harus ada minimal belanja. Coba gak ada minimal belanja, pasti tiap hari belanja🤭✌✌✌",4,positive
the best,5,positive
gila ini aplikasi berat banget padahal pake wifi masih gak bisa kebuka gambarnya selalu pecah..ampun ampunn...,1,negative
mantap sekali,5,positive
bagusss,5,positive
banyak bug nya.udg ngirim pesan pesanya malah ilang entah kemana,2,negative
"keluhan konsumen lambat penangananya,pesanan udah 19 hari tapi belum di terima,di refun pun tak jga di proses. PARAH !!!",1,negative
bagus,5,positive
mantap,5,positive
sukaaakk,5,positive
sakit,5,positive
bagaimana cara menghubungi Cust service tokopedia,5,positive
Koneksi makin busuk,2,negative
ga bisa cod di pencarian cod,3,negative
sangat membantu aplikasinya,5,positive
Sangat sulit untuk belanja barang Vape yang jadinya harus beli di toko offline.. dan satu lagi kenapa harus ke tiktok sangat menggangu,1,negative
"Praktis lengkap belanjanya, cepat dikirim barangnya & aman pembayarannya",5,positive
ok,5,positive
sangat membantu,5,positive
brng² nya murahh² aku suka,5,positive
ongkir mahal pengiriman lama,1,negative
setelah di update saat cari barang foto gk ada hilang,1,negative
pengalaman adalah guru yg terbaik,5,positive
Kecewa . Setiap bulan selalu blanja pake paylater. Tapi stelah d update. Malah gak bisa d gunain . Paylater nya . . Malah ada notice nya .. anda belum bisa menikmati layanan ini ... Lahh . Udah satutahun lebih .. pake ini .. aneh aneh aj,4,positive
makin ribet dan Tokopedia care nya sangat lambat merespon untuk menyelesaikan masalah sehingga sulit untuk pengguna menyelesaikan kendala,1,negative
"aku di tokped cuma buat bayar- bayar tagihan doang kalo untuk belanja takut kena tipu lagi, prosesnya lama pula",4,positive
masih bagusan shope,1,negative
"BANYAK SLLER PENIPU DI TOKOPEDIA,kurang bagus untuk Tampilan saat pesanan selesai, mau komplain tp harus tekan dulu pesanan selesai dan secara psikologis setelah pilih pesanan selesai ada dua pilihan tp tetap akan pilih selesai, BEDA LAGI KALAU DARI AWAL ADA PILIHAN PESANAN SELESAI DAN KOMPLAIN MAKA PEMBELI AKAN LEBIH MUDAH, UI ITU MALAH DI JADIKAN SELLER NAKAL UNTUK MALAKUKAN PENIPUAN",1,negative
ok,5,positive
tidak ada tampilan gambar barang di tokopdia tolong di benerin bug nya,1,negative
ok,5,positive
"pake jaringan wifi gambar ga nongol cuma tulisan aja,sementara pake data sellular normal",5,positive
aplikasi yang sangat berguna untuk kebutuhan sehar hari,5,positive
puas,5,positive
Harga murah,5,positive
"Terima kasih Tokped, aplikasi sangat berguna",5,positive
bismillah semoga awal yg baik...blnja di toko pedia,5,positive
Tokopedia okay bgt,5,positive
uda banyak improve,5,positive
sip tenan,5,positive
"semoga crew Tokopedia sehat selalu,di lancarkan rejekinya dan semakin jaya bersama Gopay dan perbelanjaan online aplikasi 🙏🙏",5,positive
udah di perbaiki,5,positive
ini ecommerce paling mahal dari pada yang lainnya. mana suka pembatalan secara sepihak. mending di toko oren,1,negative
Bagus,5,positive
mantaf,5,positive
ok,5,positive
mantap,5,positive
Kenapa ya apk ini gk bisa menggunakan WiFi sedangkan apk lain gk ada masalah,3,negative
"tokped bagus,, cuma 2x sy kecewa untuk masalh komplain,, sy di persulit beda dengan aplikasi sebelah,, sangat mudah pengembalian dana juga cepat,, respon tokped ke toko juga tidak ada bantuan,, mohon di perbaiki karena kami pelanggan ingin puas dengan pelayanan,, anda jual kami beli",2,negative
sangat baik,5,positive
ok,5,positive
saya suka belanja di dini,5,positive
slebewww,5,positive
bisa pakai saldo tokped sangat mudah praktis dan cepat trims tokped,5,positive
"sekarang koq sering error' buat kesal aja pdhal mau belanja,, makin tertinggal sm sebelah",1,negative
"susah banget hubungin cs live agen tokopedia sebagai pembeli ga kayak dulu, ini paket saya gak update resinya loh, udah 3 hari sampai, saya mau klik pesanan selesai loh, AI mulu yang jawab chatnya, ajukan komplennya baru bisa lama bgt. ga pernah sekesel ini mau chat cs toped, biasanya mudah kalo ada problem. iya kalau sebagai seller lebih mudah chat dengan agen langsung, ini sebagai pembeli si TANYA AI mulu yg responnya. btw saya jg sebagai seller kurang suka dgn tampilan pengaturan terbaru.",1,negative
"semakin lama semakin jelek, banyak bug, dan berat, dan hari ini semua foto ga ada yang bisa dilihat, parah...",2,negative
good,5,positive
Kenapa gak bisa transaksi ??? saldo gopay sudah kepotong..alasannya masih proses,3,negative
JADI RIBET MAO UPLOAD PRODUK AJA HARUS TERSAMBUNG SAMA TIKTOK,1,negative
Good,4,positive
JOSSSZ!!!,5,positive
respon cepat dan tepat,5,positive
bagus,5,positive
"live chat waktu pemecahan masalah lama boss, ga ada waktu gua nunggu operator live chat",1,negative
rekomendasi apk belanja,5,positive
makin lemot,1,negative
bagus,5,positive
Ngeri kali sekarang potongan biaya adminnya sangat memberatkan seller bahkan merugikan. Padahal sebelumnya gratis tanpa potongan admin loh.,1,negative
Alhamdulillah,5,positive
masih mending shoppe untuk pengguna pemula barang harus minimal 50k gw beli sampo harga 24ribu ongkir nya 25ribu ini padahal gw lagi gak ada uang lagi,1,negative
"dari semua jenis belanja online cuma aplikasi ini paling ribet susah buat nyari barang, di aplikasi lain itu mudah banget nyari barang sesuai kebutuhan gak perlu pake keyword lagi langsung muncul.. lahhh ini ribetnya minta ampun..",1,negative
walkie talkie buat anak-anak biru kuni sudah betul hdhdhdidhhdjdjfjfjjdoejd,5,positive
beberapa kali belanja di beberapa tempat penjualnya tidak amanah,1,negative
bagus mantap,5,positive
"Sdh lmyn lama balik lg ke Oyenz. Barusan iseng2 masuk, ehhh trnyata sm sj. Sdh lama mrasa tdk nyaman lagi.",1,negative
"saya mau pindah dari tokped seller ke tokped & tiktok tapi ternyata bukan pindah toko nya malah disuruh buat baru dan ktp nya harus yg lain lagi dari sebelumnya, al hasil kututup permanen akun tokped gk mau lagi buka di tokped kalo masih begini",1,negative
"ada apa dengan Tokopedia,semenjak di ambil alih tiktok kok jadi buruk.. ini sudah berhari-hari gambar barang aja tidak tampil.",1,negative
"Pembayaran semakin mudah ada Qris lalu ambil dari galeri dan scan mudah banget, tapi waktu stok barang habis pembeli harus batalkan pesanan jadi mungkin nantinya dikira Tokopedia pembeli yg merepotkan padahal stok barang habis, duh beli 6x barang batal otomatis terus sampai sekarang, kupon diskon dari batal otomatis kuponnya pada hilang semua hadehhhh batal otomatis 6barang loh...",5,positive
pelayanan maksimal,5,positive
"Ane kurangin lagi ne bintang, kecewa berat pokoknya. Ganti alamat aja ribet, tolong dong hapus regulasi konyol yang mengenai proses otomatis, orang kalo mau pesen trus lupa ubah alamat jadi susah, mana tokonya di chat angottan.... Melindungi penjual tapi ga di pikirin pelanggan... Anjay lah emosi bgt, mana lomba kirang brapa hari.. Duhhh",1,negative
"maaf cukup bintang 1 ya kak. sering belanja, tetapi pengajuan paylater di tolak terus. sudah begitu rajin banget kirim notif penawaran barang. wkwkwkwk wkwkwk",1,negative
wahhh gambar produknya pada hilang,2,negative
"Gambar-gambar barangnya ga muncul semua. Udah update aplikasi terbaru, slear cache dan clear data tetap ga muncul. Buka toko Oren dan toko Ungu bisa semua.",2,negative
ok,5,positive
"tolong disamakan fitur android dan ios, ada beberapa barang yg tidak ditemukan di android dikategori produk tertentu tetapi di ios bisa...",4,positive
"dear tokopedia, sudah beberapa hari ini, semenjak gabung ke tiktok shop ko tokopedia jadi suka lambat ya, seperti loading atau buka transaksi, jadi suka lama, sma produk yg dibtampilkan ga ada gambarnya. sama cashback ga bisa di pake ke semua produk, saya lebih suka tokopedia sebelum gabung sama tiktok, mohon di perbaiki.",3,negative
ADA GANGGUAN DI RUMAH TOPED WKWKWKW,2,negative
"Gambar di aplikasi sering ga kelihatan, sering blank",1,negative
mantapp,5,positive
mohon kurir SAPX jangan di pakai lg oleh tokopedia.. 3 hari ga gerak paket saya mohon untuk di backlist.,1,negative
yang penting bisa cod dan gratis ongkir aja bung.,5,positive
"sangat bagus,dan gratis onkir",5,positive
"apk teraman selama gw belanja online,no tepu"" gk seperti apk orange kebayakan toko tepu"",belanja harga 100rb datang harga 2rb ,kapok...langsung uninstal,shopE",5,positive
kenapa Tokopedia sering banget error,1,negative
graaatis ongkiirr,5,positive
sangat bagus,5,positive
makin lama peraturan tokopedia memberatkan seller . toko yg tidak integrasi sama tiktok di liburkan paksa padahal dia sendiri juga dpt untung dri kita jual pihak tokped dapat biaya asuransi . seperti nya mereka emg sengaja cari untung gede jadi males jualan d tokped admin gak ngotak,1,negative
baik,5,positive
"bagi pembeli sangat membantu, bagi penjual sangat rumit dimengerti alur systemnya..",2,negative
"aplikasinya sangat menyebalkan selalu banyak masalah koneksi internet udah bagus tapi aplikasinya sering error, aplikasi jelek!!!!!",1,negative
aplikasi sangat bagus,5,positive
good,5,positive
"sy pengguna sejak 2017.. UI simple ringan, pelayanan bagus, minim penipuan. tp sayang udh 1-2 bulan ini udh males sya pakai. promo nya ga masuk akal harga memang murah tertera tp begitu Cekout ( walaupun tertera gratis ongkir ) ternyata sama saja jatohnya dgn harga normal krn ongkir mahal. sy membandingkan dgn ""orange"" dgn penjual yg sama, walaupun harga normal tapi lebih murah ketika di cekout.. selisih harga bisa sampai 30k-50k Dan pengiriman lama sekali apes sering dpt 2mingguan br sampe",2,negative
"Jangan pakai Tokopedia lagi dh, percuma kalau ada masalah Tokopedia lebih memihak Penjual dan Kurir dan Pembeli yg dirugikan. Silahkan ambil uang 4jt itu dan nikmati, tp liat aja nnti Karmanya Tokopedia. Karma is real, jgn beli barang di Vivo Indonesia itu jg penipu",1,negative
mantap,5,positive
"Gambarnya ga ada yg muncul, apa lagi nih 😪",1,negative
good,5,positive
"wah makin kesini makin bloon kebijakannya. mau batalin aja repot bnget nunggu 3 hari, padahal pesanan belum dikonfirmasi. penjelasan CS nya juga template. dulu marketplace yg bagus, sekarang jadi bobrok",1,negative
bagus bagus.,5,positive
kupon scam,1,negative
terlalu sering utk update,3,negative
banyak tipuan harga,1,negative
kurirnya gabisa ganti dapat sicepat mulu yang harus ngambil ke kantor Wkwkw bayar ongkir suapaya sampe rumah tetep beli bensin buat ambil ke kantor sicepat. blokir aelah sicepat daripada jadi hama di tokped kalo udah ada perubahan ubah bintang 5 lagi,1,negative
ribet Gonta ganti,2,negative
"harga ongkir 30 rb estimasi 2 hari tapi ngaretnya sampe 1 minggu belum nyampe, diajukan pengembalian malah ditolak, pelayanannya kurang banget. lebih bagus shopee dari pada tokped kurang dipercaya.",1,negative
"tolong dong cs tokopedia kerja yg becus, masa resi valid dibilang ga valid. Terus tanggapannya slow respon sekali. tokopedia makin kesini makin parah. sy sbg user sangat kecewa. Pelayanan sangat jauh di bwh kompetitor",1,negative
"katanya dapet voucher diskon 350rb setelah beli 2 item, dan ternyata itu palsu, scam, gak bakal pake app ini lagi, mending pindah ke app sebelah",1,negative
kenapa gambarnya pada ga muncul? padahal jaringan dan wifi stabil,3,negative
kurang memuaskan soal respon pembatalan nya,2,negative
belanja mudah dengan pembayaran ewallet,5,positive
memang mudah belanja di Tokopedia memudahkan pembeli,5,positive
gk bisa batalin barang kalo salah cek out walau baru brpa menit kalo penjual gk setuju gk bisa dibatalin.. paling bner y pakai cod aja.. jadi kalo salah cek out kok gk bisa cancel tinggal balikin aja nnti gk usah bayar.. salah sndri konsumen makin dipersulit,1,negative
sudah bagus,5,positive
respon admin untuk pembatalan atau pengajuan komplain sangat lama. sudah 3 hari respon admin belum ada,1,negative
"Pengalaman berjualan disini sangat buruk, admin tokopedia tidak menengahi dengan baik. Sangat berpihak ke pembeli, saya sudah melampirkan semua bukti tetap kalah dengan pembeli yang tidak memiliki bukti. Mohon ditindak tegas untuk admin yang mengambil putusan yang memberatkan sebelah,",1,negative
proses masukkan ke keranjang semakin user friendly,5,positive
Udh nyaman pake aplikasi orange dan ini terpaksa pke aplikasi ijo.gilaa beda jauh banget sm aplikasi orange.nyari barang ribet ga bisa masukin foto.barang sampe nya lama.kurir pada lemot.nyari alamat aja pada males bilangnya alamat tidak jelas.woiii itu alamat sama gue inputnya sma alamat di aplikasi orange.mau revieuw produk upload 1 photo aja smpe seharian.hahahaa.perbaiki lagi deh,1,negative
oke banget,4,positive
Oke,5,positive
ok mantap,5,positive
"toko pedia ribet, jualan sekarang gak semudah yg dulu , harus di gabungan ke tiktok , tolong dong di kembalikan penjualan seperti dulu",1,negative
"untuk aplikasi bagus, tapi untuk pengembalian uang dananya sangatlah lambat harus nunggu 4 hari dulu tidak seperti aplikasi lain yang nunggu nya ngak lama, untuk kedepannya harus di perbaiki biar pembeli tidak takut kalo pas beli tapi salah belinya",4,positive
keren,5,positive
pencarian nya G bs di gunakan pdhl ud updt!,1,negative
aplikasi apaan mau sambungin ke gopay malah gak bisa mulu,1,negative
mantap,5,positive
"aplikasi yang bikin rugi seller, aplikasi sampah. masa buat peraturan barang bisa dikembalikan karena alasan ""gak butuh lagi""",1,negative
𝙨𝙚𝙢𝙥𝙪𝙧𝙣𝙖,5,positive
transaksi mudah dan lanxar,5,positive
ga guna CSF tokepedia,1,negative
"Bagus, tapi saya lg ada komplein dengan toped care, dan masih proses.",5,positive
"tiap kali make tokped pengirimannya lambat, telat Mulu dari jadwal.",3,negative
datangnya tepat waktu.,5,positive
sudah mengajukan komplain tapi admin aplikasi tidak ada respon,1,negative
"ini kenapa rata2 udh gak bisa pilih ekspedisi sendiri. saya sebagai pembeli juga punya hak milih ekspedisi yang saya mau, saya juga bayar full ongkir. kembalikan seperti dulu!!!",1,negative
"sya kasi bintang 2 krn, tolong dong buat menu ubah pembayaran, jd swaktu sya mau mesan jika salah bisa d ubah menu pembayaranya. klw.gni sya milih dn mesan lagi jng mau kalah sm yg orange, orenge pnya mnu ubah.",2,negative
ini aplikasi tiap dibuka maksa update mulu😡,1,negative
"Lengkap.. pedagangnya lumayan banyak yg dpt dipercaya.. aplikasi punya Lokal.. oke bgt.. tp jgn mau kalah sama toko online yg sebelah, bisa menawarkan barang lebih murah dg kualitas yg sama.. oh iyaaa.. Toko-toko yg ga aktif/menawarkan produk di luar nalar (mahal berkali lipat/murah kebangetan) mohon di audit lg.. ayooo semangat Toko Hijau... Tokopedia..",5,positive
sangat membantu sekali dan mudah menggunakannya,5,positive
orderan saya tidak sampai2 lebih dari 1 minggu dari pengiriman dan melebihi estimasi tanpa ada kejelasan. Baik seller atau tokped jawabnya dalam pengiriman. padahal dari tanggal 11 sampai tanggal 18 tidak ada perubahan posisi paket.,1,negative
"MENDING SHOPEE, FREE ONGKIR GAK FREE ONGKIR PENGIRIMAN TETEP CEPAT. TOKOPEDIA FREE ONGKIRNYA PARAH, UDAH GONTA GANTI KURIR 4X, SAMPENYA LAMA BISA NYAMPE 1 MINGGU.",1,negative
ok,5,positive
cepat,5,positive
"udah ga respect lagi sama Tokopedia masa udah pengajuan refund dan seller pun kooperatif, akan tetapi pengajuan pickup tak kunjung datang sampai pesanan terselesaikan otomatis dan ga bisa refund. kecewa",1,negative
bisa membantu,5,positive
sampah bat tanpilan flash sale nya orang mau liat liat yang ada nongolnya itu lagi itu lagi,3,negative
lumayan bagus,5,positive
Belanja di tokopedia banyak bohongnya. Tokonya bertuliskan gratis ongkir. Pas mau cekout ongkirnya gede amat. Beda ama Shopee tiap mau cekout udah otomatis terpotong ongkirnya,1,negative
aku baru mulai belanja. semoga kedepannya bisa belanja lagi,5,positive
sangat bagus,4,positive
mantap,5,positive
waw apk Tokopedia sangat bagus,5,positive
"Dari kemarin kok lemot banget ya aplikasinya,padahal sdh di update,hp sudah di restart.tapi tidak ada efeknya...tetep lemot",1,negative
sangat senang,5,positive
"terlalu sering minta update, dan loadingnya lambat",3,negative
cara ngasih nomor ke penjual gimna ini barsng saya di refund karena gak bisa ganti nomor suruh verifikasi nya,1,negative
"tokped kok gini sih? dari paket yang saya pesan nyasar ke orang lain yang akhirnya di ambil sama orang lain, terus mau lacak pesanan ehh pas di klik dikirim kok ga ada katanya belum ada transaksi gimana sihh pelayanan nya ini??!!! ga bagus bgt, sy ksih bintang 1 dlu",1,negative
buka tokonya berat dan pembayaran gopay gak bisa.. mau reedeem giftcard aja seabad,1,negative
"sangat buruk, saya melakukan refund barang dan barangnya sudah sampai kepenjual dengan keadaan mulus tetapi uabg refundnya tidak saya terima selama 2 minggu",1,negative
mantap,5,positive
Tokopedia makin payah. di update malah banyak bug nya. IT nya pecat aja deh daripada buang2 uang bayar IT.,1,negative
"semoga barangnya bagus² aamiin,banyakin promo yaak",4,positive
Lumayan,4,positive
transksi yang sangat membantu.. ok sangat memuaskan.,5,positive
"proses pembuatan tokopedia card tidak sesuai dengan deskripsi di keterangan di aplikasi tokopedia gimana cara pendaftaran nya. dijelaskan di cas pendaftaran bahwa kalau sudah tanda tangan digital maka kartu akan langsung dikirim. ini sudah berhasil melakukan tanda tangan, tapi masih harus menunggu proses verifikasi lagi dengan waktu yang lama. Hadeuuhhh paraahhhhh.... ini namanya pembodohan dan kebohongan",1,negative
Tokped emang kereeeeennn 😊,5,positive
Toko pedia ; Selalu menuruti napsu sendiri nggak nuruti kehendak konsumen (pembeli ) yaitu COD & ongkir terlalu mahal 2kali lipat dari harga normal artinya bukan hemat harga mencekik kantong pembeli juga bukan gratis ongkir nyatanya bohong,5,positive
mantap,5,positive
eror aplikasinya nih,1,negative
bagus,4,positive
aku kasih 5 bintang karena udah bisa cod pengiriman luar pulau Jawa,5,positive
cepet,5,positive
jujurlah dalam berbisnis,1,negative
plisss tokpedd jgn terlalu banyak aturan yg memanjakan seller yaa.. gak masuk akal retur hanya karna tidak diperlukan lagi👎🏻,2,negative
aplikasi marketplace paling cocok untuk warga indonesia,5,positive
bagus bangett,5,positive
hati hati penipuan voucher spin 350rb,1,negative
alasan saya kasih bintang 1 karna saya iseng,1,negative
sangat membantu saya saya dalam belanja,5,positive
best,5,positive
bagus,5,positive
Waoow,5,positive
diprank vocer gratis ongkir wkwk pelit ongkir mahal,1,negative
Mengecewakan setelah bergabung dengan Tiktok! saya nggak mau belanja lagi di sini! . tidak mau lagi berjualan di sini!,1,negative
mantapppp,5,positive
selalu senang belanja di Tokopedia...,5,positive
toko apaan ni gabisa cancel,1,negative
gak kalah saya kompetitor yg lain,5,positive
pelayanan cs agent lambat. pengalaman berbelanja yg paling g enak tu di tokopedia. buruk sekali.,1,negative
sangat mudah,5,positive
Tokopedia Adalah salah satu toko paling jelek paling buruk dan paling burik pelayananya! udah banyak penipuan di dalamnya. sekali saya komplain saya chat sana sini gak ada solusinya sama sekali!!! gak kaya toko sebelah yg sekali komplain langsung di acc dan gak ribet!!!! cukuk sekali ini saja saya belanja di tokopedia isinya penipu semua dan pihak dari tokopedia juga sama sekali tidak bisa membantu!!!!,1,negative
sekarang makin ribet. Mau jual saja mesti install 2 aplikasi lagi.. Asli ribet,1,negative
komplen nya lama,1,negative
penjualnya tidak mampu membalas chat,1,negative
"mudah, simpel dan amanah tokopedia",5,positive
"kecewa, tokopedia kenapa jadi begini deh, sudah 2 hari barang belum dikirim oleh penjual, harusnya batal otomatis ini malah gak bisa, saya coba batalkan sendiri tapi harus ada persetujuan dari penjualan.. gimana sih.. mengecewakan👎👎👎",1,negative
hati2 beli di Tokopedia... paket ga nyampe2 chat tokonya ga di bls.. dah gitu ga ada fitur bls chat umum di toko lg. biar ketahuan tipu..,1,negative
Proses pengiriman lelet sekarang pesan barang pasti datang nya sepekan lebih ga kaya dulu. jadi males belanja disini lagi.,1,negative
"tolong tambahin fitur penilaian jasa kurir dong kyk apk sebelah biar kita bisa menilai secara terpisah antra seller n jasa kirim ..krn kadang seller fast respon n ramah , tpi jasa kirim dpt yg lelet",4,positive
bagus,5,positive
keren,5,positive
saya sudah lama pakai tokopedia... kenapa baru sekarang saya kasi reting bintang 1 karena tokopedia tidak bisa memilih dan memilah mana expedisi yg bisa sesuai etimasi... contoh SI CEPAT itu bukan nama sicepat suruh ganti pakai nama SI-LAMBAT masak jawa tengah ke BALI paket 1 minggu belum sampai dan tidak pernah UPDATE lagi supaya customer bisa yakin posisi barang itu dimana.. Kalau sudah update dan tidak bisa di antar biar kami sebagai customer ambil ke kantor sendiri... tolong segera di seles,1,negative
status pengiriman ga update setiap harinya.... jadi ga bs tahu barang pesanan sampai diman,3,negative
ok,5,positive
ok,5,positive
gambar nya susah keluar yah?,3,negative
"lebih praktis dan cepat,dan barang2 yg dijual tdk asal asalan untuk tokopedia tolong trs dijaga yah ...dari para penjual yg menjual barang asal asalan,sukses terus tokped..",5,positive
gak bisa akses affiliate padahal sinyal internet ya bagus tetep aja di coba berkali-kali notif ya internet server error,1,negative
"makin kesini makin ngaco:""( gratis ongkir pun ngga ada.. sehat2 lah aplikasi ini semoga masih banyak yg bertahan",1,negative
kenapa untuk proses retur sekarang upload video unboxing tidak bisa dibuka terus??? perbarui aplikasi Tokopedia,4,positive
sangat mengecewakan dengan waktu pengirimannya yg gak sesuai sama waktu yg ditentukan. payah sangat payah 👎,1,negative
Bagus,5,positive
bgus aplikasinya sesuai dengan barang yang di pesan,5,positive
"Mulai kikir ni App, gw doain lu jadi next bukalapak biar jual pulsa doang. 🤪🤪🤪",1,negative
mantaf,4,positive
"dapat kupon potongan 350 rb kalo beli 2 barang, lg milih barang app dibuat ngehang dengan sengaja ketika keluar dan balik lagi kupon ny uda hilang, uda kejadian 2 x artinya emg scam",1,negative
bagus,5,positive
terima kasih banyak,5,positive
"barang salah kirim, pesen tv dateng showcase hp, udah di retur tapi barang yang sama di kirim ulang, ga bisa di komplen lagi, ilang duit 2 juta.. apk payah, penipu kok disuport",1,negative
"gak salah apa"" akun saya di blokir",1,negative
apk tolol refund dana aja lama banget,1,negative
Aplikasi e-commerce terburuk . terlalu banyak plugin yang perlu di doenload untuk satu fitur . jika ingin membuka fitur lain harus mendownload lagi . belum lagi fitu customer service yang terbatas tidak responsif yang membuat makin kesulitan untuk berbicara dengan live service,1,negative
banyak penipu yg jualan di tokopedia,1,negative
aplikasi sangat membantu,4,positive
mau merubah profil harus menunggu 30 hari,1,negative
lebih mudah dan ok,5,positive
Jelekkkkkkkkkkkk bangettttt,1,negative
Saat mau lihat ulasan dari pembeli lain dibagian foto ga bisa keterangannya ada masalah di rumah toped mulu tolong dibenerin dong bug semacam ini sangat menganggu kenyamanan berbelanja!!!,1,negative
mengerti sekali,3,negative
"kok diberi kode rahasia masuk sendiri,belum saya ketik sudah masuk sendiri.bukan nomor hp saya,tolong perbaiki",1,negative
Selalu free ongkir.,5,positive
server down kah ? image nya gak ke fetching tuh,5,positive
maksih,2,negative
"makin hari jualan di toped makin ribet mau tambah produk ga bisa harus gabung ke tiktok shop,udah tau di tiktok itu ribet, saya ga mau gabung maksa, udah gitu saya ga aktif fin jasa jnt ada pesanan malah jasa jnt yg keluar udah tau jnt itu susah akhir nya pesanan sy batalkan,kalo kaya kini terus bisa tutup toko, pindah kesebelah. kalo kaya gini terus toped bakalan kaya buka lapak nantinya. bikin selerr pada tutup akun",1,negative
"membantu dlm mencari produk dengan harga yg kompetitif sayang sering terjadi kesalahan server jadi lama untuk masukkan barang ke keranjang, untuk bayar juga sama, intinya sering terjadi kesalahan server",3,negative
"barangnya real, dan terjangkau",5,positive
tokopedia tolong dong munculin menu hapus di pesan sama hapus history transaksi...terlalu penuh ini pesan masuk dan history transaksi.,2,negative
"bagus, nama kurir nya tertera jadi saya tidak bingung kalau barang datang",5,positive
sangat membantu,5,positive
aplikasi mudah dan gak ribet.. cuman sayang masih ada saller yg kadang picture sale sama aslinya kadang beda... mengapa demikian???,5,positive
Gampang,5,positive
kecewa tidak bisa pakai akun gopay later buat belanja,1,negative
"Sudah bagus, tapi sayang tidak ada reward/bintang yang bisa kami berikan kepada semua expedisi, contoh JNE, TIKI dll agar setiap expedisi semakin memaksimalkan pelayanannya, karena kebanyakan sy sebagai konsumen melihat hasil kirimannya mayoritas menyalahkan TOKO nya jika barang telat datang atau barang rusak. Kita tau sendiri bahwa pihak kargo kita jika mengangkat paket hampir semuanya main lempar tanpa peduli apa isinya & jadwal dari kesepakatan TOKOPEDIA & pihak EXPEDISI nya sering abaikan.",5,positive
"Barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi COD juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget.",3,negative
Kenapa skrg tipe kurir di invoice dihapus ya. Kan kadang suka lupa waktu pesen produk pengirimannya pake Gosend Sameday/Instan atau jasa kurir lain. Jd buat memastikan pake kurir apa ketika barang blm dikirim supaya bisa kasih tau ke orang rumah buat nunggu kurirnya biasanya sy liatnya di invoice eh skrg kok dihapus,1,negative
bagus,5,positive
"gacorrr min, mantappp",5,positive
"BURUK SEKALI MAINTENANCE TOKOPEDIA. Tanggal 7 Juli udah update, tanggal 17 Juli minta diupdate lg. Sminggu skali hrus update apa gmn???",3,negative
ok baik,5,positive
"Susah buat komplain, entah foto atau vidio mulai tidak bisa di kirim padahal formatnya size nya sesuai. Udah gitu kenapa para penipu mulai nongol di aplikasi ini sih. Saya beli barang seharga 190rb. Yang nyampe ko soklin buat baju saset lagi 1 biji. Saya komplain di sini aja di aplikasi mau ngasih bukti yg kuat susah",2,negative
"Hilang sudah kepercayan ku, sistem tokopedia sekarang ribet dan sangat buruk",1,negative
mantap,5,positive
semoga aja beramanah Dan cocok🤲🤲,5,positive
bagus aplikasi,5,positive
keren,5,positive
"lamaa banget sih proses pengirimanya, ga kek yg lain. yg lain 2 3 hari sampe. ini seminggu belum ada perubahan",2,negative
saya ga pernah langganan plus tokopedia tapi tiba tiba jadi langganan dan saya sendiri aja gatau klo saya langganan uang gopay saya kesedot Rp. 372.147 saya komplain ke cs di tokopedia dan saya kirim berserta foto bukti untuk minta refund malah tidak dijawab sama sekali oleh cs nya.. padahal selama bulan juli saya jarang sekali membuka tokopedia dan selama tiba tiba ikutan langganan plus saya tidak pernah membeli barang apapun.,1,negative
"Transaksi tidak aman. bukan scam tapi saya ngalamin sendiri, pertama kali transaksi di e-commere Transaksi 2x Gagal tapi saldo di rekening terpotong dan yang lebih parahhnya lagi tidak ada riwayat transaksi di tokopedia. Chat admin jawaban selalu sama dibuatkan tiket pelaporan tapi case di tutup sepihak tanpa ada solusi.",1,negative
"Kenapa sih sekarang tuh gak ada kaya dulu status ""MENUNGGU DIPROSES"" untuk pesanan jadinya kita tau KL lebih dr 2 hari ya sudah buyer bisa batalin dan cari di toko lain. Skrg tiap beli statusnya langsung ""DIPROSES"" ternyata setelah ditunggu >3 hari gak dikirim barangnya dan seller pemalas gak konfirmasi pula sampai batal otomatis, jadinya PHP dan buang² waktu. Dan Adain lagi opsi ""Seller tidak merespon/mengirim"" di menu pembatalan buat peringatan ke seller pemalas.",3,negative
sangat bagus,5,positive
"Baru kembali ke toko ijo, ternyata banyak kemudahan dalam pembayaran",5,positive
