content,score,sentiment
apk sgt membantu tidak repot kemana2 sejak hadir nya shopee trm kasih shopee,5,positive
baik,4,positive
bagus puas,5,positive
sangat mudah belanja di shopee,5,positive
istimewaa,5,positive
Yup,5,positive
enak berbelanja disini,5,positive
bagus,5,positive
"shopee ni sebenernya bagus, cuma makan banyak storage banget di hp. mana lemot banget lagi kalo dibuka, suka lagging. Selebihnya aku suka sih tampilannya. masalah lainnya, semenjak ga ada j&t juga jadi kurang suka, soalnya agak lelet nganter paketnya, kadang sampe di bawa pulang lagi sampe 3x. bahkan cuma karna chatnya lupa dibalas dan gatau rumahnya pun dibawa lagi dan dianter besoknya. kalo paket banyak dan udah mau malam juga kadang diantar besoknya. jangan pelit2 vocher gratis ongkir yaaa",4,positive
simple dan terpercaya,5,positive
"mudah dan terpercaya , byk diskon lg",5,positive
Alhamdulillah barangnya banyak yang sesuai,5,positive
"shopee sangat membantu memenuhi kebutuhan hidup,",5,positive
"Bagus , Ga ada masalah cuma risih aja tiap buka app tampilan awalnya ke video/live bukan beranda. Ini gatau hape ku yg error atau yang lain juga gini? kalo semua emang begini tolong di perbaiki, tampilan awal jangan video dong risih aja.",4,positive
sangat puas,5,positive
best,5,positive
"sangat2 membantu pol, tiap hari selalu co co dan co terus, harga paling murah hanya d shopeeeeeee sukses selalu shopee terimakasih sudah membantu untuk semua keperluan saya 👍👍❤️",5,positive
bgus bnget,4,positive
"sangat membantu sekali, belanja aman tepat dan sesuai",5,positive
Bagus,5,positive
mantap,5,positive
Sori saya turunin lagi bintang nya. Tambah kocak tambah gak karuan.,2,negative
Menyenangkan,5,positive
sangat bagus,5,positive
Membuat belanja kebutuhan jauh lebih mudah.,5,positive
"kenapa spinjam ku sama paylater ku di bekukan padahal sudah ku lunasi.jadi sekarang ga bisa belanja lewat paylater,tolong di kembalikan seperti awal🙏🏻tolong di respon juga🙏🏻",4,positive
saat saya baru membuka aplikasi shopee lalu mengarah ke menu Spinjam terjadi loading yg lama sekali. mohon untuk di perbaiki. saya jadi dirugikan karena telat 1 hari untuk membayar spinjam saya.,3,negative
kurang lengkap produk nya.dan susah untuk mengajukan shopee pay later.,3,negative
mantab,5,positive
"aplikasinya bagus bangett, mempermudah dalam berbelanja pastinya ✨ buruan download",5,positive
sangat membantu,5,positive
lengkap muraaah,5,positive
"pelayanan sangat baik,tolong di pertahankan terimakasih shopee",5,positive
terimakasih shopee sukses terus,5,positive
sangat membantu memenuhi segala kebutuhan,5,positive
keren amanah,5,positive
sangat mebantu,5,positive
"ahir ahir ini pengiriman shopee kok makin lama , via udara , biasa 3 hari sampek, sekarang 1minggu lebih",2,negative
mantap,5,positive
"Pajak Naik, admin Naik, tapi ngga ada timbal balik yg bagus, hanya menambah kerugian pada penjual",1,negative
bagus pelayanan nya,5,positive
Bagus,3,negative
selalu mantabs belanja disini,5,positive
mntap,5,positive
bagus mantap,5,positive
mantap,5,positive
sangat membantu,5,positive
BURUK,1,negative
"Aplikasi OLSHOP MALING ! Bersekongkol dengan Penjahat Penipu ! Jual HP+Baterai+Desktop ke pembeli setelah di terima di unboxing semua barang yang dikirim lengkap tapi barang di kembalikan ke toko tanpa alasan yang jelas padahal barang semua normal sesuai perjanjian dan video sebelum dikirimkan,setelah di unboxing barang yang di kembalikan hanya Desktop dan Baterainya saja tapi unit HPnya tidak ada hanya di ganti potongan kardus yang di bungkus rapi menyerupai HP,tapi Shopee malah melindunginya !",1,negative
"Kasian pekerja shopee bagian gudang, pernah interview dan tes kerja di gudang melalui vendor dan akhirnya ga lanjut karna di sana bukan tempat manusia... bahasa nya pda kasar² apa lgi yang di Kosambi.. Sorry shopee walaupun lu murah² brng dan ongkir murah,gua ga bisa beli di lu terus karna lu aja ga memanusiakan manusia... apalah vendor²,orang yg kerja vendor dpt bagian mana gedean gaji vendor dri PDA gaji yg di lapangan....biar PDA liat nih netizen sisi gelap shopee...",1,negative
sangat bagus dan murah meriah harga di aplikasi ini,5,positive
sejauh ini oke,4,positive
Shopee memang yang paling top..,5,positive
mantaap,5,positive
baik,5,positive
apakah Spaylater di Shopee sedang bermasalah,5,positive
"saya penguna shopee sejak lama dan saya lumayan puas. tapi sekarang semenjak iklanya ada dimana"" jadi kurang minat sama apk nya.",1,negative
Biaya admin bagi seller SANGAT SANGAT MAHALLLLL,1,negative
ini aplikasi shopee kenapa sering tidak bisa ditutup aplikasinya? jadinya harus pencet keluar secara manual dan kalau sudah lama tidak ditutup aplikasinya mau dipencet keluar tuh bakal lama banget proses karena bakal ke ulang ulang dibeberapa halaman yang dikunjungi dishopee jadinya ribet sekali. padahal aplikasinya udah versi terbaru tapi tetap saja begitu,2,negative
mantap polll,5,positive
"aplikasi pemaksaan, tolol pula",1,negative
paling luar biasa deh shopee,5,positive
aplikasi shoppe sangat membantu untuk kebutuhan online sehari hari dan dan untuk penawaran shopee paylater membuat kebutuhan mudah dan membantu sekali pokoke terbaik tanpa tanding,5,positive
bagus,5,positive
ok,5,positive
Bagus,3,negative
"Mohon maaf yang sebesar-besarnya saya memberikan rating rendah disini, dikarenakan permasalahan pengajuan pemberhentian promo voucher di aplikasi Shopee Food Merchant dari bulan AGUSTUS sampai OKTOBER BELUM ADA PROGRES. Yang dimana telah menyebabkan kerugian besar pada RESTO saya. Saya harap pengaduan saya disini bisa di DENGAR oleh TIM SHOPEE khususnya TIM PIC & SALESNYA. Terimakasih telah meluangkan waktu untuk MEMBACA KELUHAN saya yang dari bulan AGUSTUS TAK PERNAH DIGUBRIS.",1,negative
lag parah buat andro,1,negative
keren bagus barang nya,5,positive
tampilkan harga sesungguhnya dan discon,5,positive
"Baik, dan semoga selalu jadi yang terbaik",5,positive
"saya sudah banyak pesan barang di sohpy,semuanya sesuai dengan saya pesan,terimakasi sohpy",5,positive
"Tidak sesuai kebijakan yang sudah di nyatakan di tanggl 12-08-2025 namun kenapaa toko syng status no Star pelepasan saldo nya seperti toko str+ di mana di nyatakan bahwa Bagi yang toko nya non star atau pun star Maks. 1x24 jam setelah Pembeli klik 'Pesanan Selesai atau pun 2-3 hari kerja pesanan selesai otomatis. Untuk Penjual Non-Shopee Mall,dana akan dilepaskan dalam 7-8hari sejak pesanan tiba di Pembeli dan Pembeli belum klik Pesanan Selesai Ini untuk yang star+ dan shopee mall.sudah km dm ig",1,negative
★★★★★,5,positive
bgus,5,positive
aman bosq tapi promonya itu bohong koin vocer bohong gratis ongkir bohong plis dirjen yg terhormat berapa ke untungan bapak perhari 3miliar perhari di kalika perbulan 90miliar itu pungut dari masrakat pak dirjen,1,negative
hantap woi,5,positive
untuk fitur shoppefood adain metode bayar case dong!!,4,positive
apk nya terlalu berat dan banyak fitur,1,negative
sangat baik skli Aplikasi Shopee aslikan uang cmn nonton live streaming di Shopee,5,positive
terbaik,5,positive
keren,5,positive
sangat puas belanja di shopee,5,positive
keren pakai shopee belanja jadi gampang,5,positive
makin kesini makin bagus,5,positive
sangat membantu,5,positive
"selama pengalaman saya belanja di aplikasi online ini yang terbaik, barang cukup komplit voucer diskon selalu ada dan yang terpenting ongkir dibanding aplikasi yang lain nya ini jauh lebih murah. kedepan nya semoga jauh lebih baik...",5,positive
bagus mudah untuk mencari kebutuhan,5,positive
semoga bermanfaat,5,positive
sangat puas dengan pelayanan nya dalam pemesanan nya,5,positive
mantab,5,positive
terbantu adanya Shopi,5,positive
mudah digunakan,5,positive
APK INI SANGAT SANGAT BAGUS WEYY KLN YG GA NYOBAIN HEM KACAU🥱👎🏼,5,positive
kenapa pesanan saya 2x salah alamat (barang yg sama beda toko) tpi pesanan lain dengan alamat yg sama sampe ketujuan.?,1,negative
karyawan ga amanah masa paket saya dituker,1,negative
bgus,5,positive
baik,5,positive
pesanan sangat lama pengiriman nya dan tidak tiba tepat waktu,1,negative
sangat membantuberikan layanan terbaik dan diskon,5,positive
"apk ny bagus bermanfaat banget buat aku yg mageran mau beli ap"" ke tokoh offline",5,positive
"shoopepay masih di bekukan hampir 2tahun . padahal sering belanja, pengiriman makin gajelas . lama.",2,negative
"Klu buka aplikasi suka lag padahal aplikasi lain nggak,, banyak banget iklannya dimana mana ganggu",1,negative
kalo bisa mah mudahkan mudahkan,5,positive
"barang nya udah murah, tp ongkir nya masih ada yg mahal. kalau boleh ongkir nya Jagan mahal ² ya",5,positive
baik sekali,5,positive
mantapp,5,positive
Saya suka saya suka😊,5,positive
not good,1,negative
sesuai,5,positive
pembelian selalu dibatalkan,1,negative
puas dah belanja di shopee mah bintang 5,5,positive
ngapain pake shopee klo ga bs belanja.. ribet banget,1,negative
baik,5,positive
puas belanja dishopee,5,positive
mantull dah,5,positive
Kasih bintang 2 dulu karna belum adanya kredit kredivo terapkan dong shoppe agar menjadi mudah transaksinya,3,negative
"aplikasi ga jelas, tiap buka malah ke live/video mulu. udah pindah tab menu masih aja nyangkut suaranya",1,negative
bagus,5,positive
sayang,5,positive
"Masih Terlalu banyak bug, contoh saya menabah alamat tidak bisa.",1,negative
terima kasih atas kunjungan Anda,5,positive
okeee,5,positive
👍👍🥰,5,positive
mantap,5,positive
sangat membantu bagi para pedagang kecil dan besar tanpa tebang pilih. dan sangat mudah di aplikasikan untuk semja kalangan baik konsumen atau seller.,5,positive
"Pertahankan dengan ongkir terjangkau.. Jangan seperti Lazada, ongkirnya terlalu mahal..",5,positive
"Barang bgs""dan ongkirnya murah",5,positive
amanah selalu,5,positive
mempermudah belanja online,5,positive
Good and worth to try,5,positive
"terimkasih shoppy sampai saat ini saya tdk dpat hal yg amat merugikan, walaupun pernh ada 1 oknum yg mau mnipu tpi Alhamdulillah ggal. semoga kedepannya mkin baik..",5,positive
"ok mantap, pesanan sesuai dengan yg di pesan, tergantung,. ada harga ada kualitas.",5,positive
"dulu gak selemot sekarang.. kebanyakan iklan .. shopee live yg baru masuk langsung online..lemot nya gak tertolong.. mau bayar belanjaan saja berkali"" gagal",3,negative
sekarang shopee ada iklannya dan ini sangat mengganggu saat sedang lihat live atau mau co tau tau ada iklan. tolong iklannya dihapuskan saja agar pengguna merasa nyaman,2,negative
banyak predator pricing. merusak rantai ekonomi daerah.,1,negative
belanja online di shopee sangat menyenangkan gratis ongkir+banyak diskon dan lain nya,5,positive
mantap,5,positive
Barang Beli dari Shopee di jual lagi ke Shopee Kagak Bisa Kenapa Dah,1,negative
"sangat membantu aplikasi ini,namun apa saat ini ap aplikasinya lagi ganguan kah",5,positive
bermanfaat sekali,5,positive
sangat puas belanja di aplikasi ini dan harganya pun terjangkau..,4,positive
sangat membantu,5,positive
keren,5,positive
ok untuk Shopi smoga suksus slalu kedepa nya..slalu tingkatkan pelayanannya,5,positive
masih jadi favorit belanja app ini.. stelah dulu sempet kecewa,4,positive
good luck,5,positive
aku suka aplikasi sopie ini belanja jadi lebih gampang dan suka ada promoyah juga,5,positive
sangat membantu,5,positive
sangat membantu sukses terus shoopee,5,positive
"kurirnya yang bernama Rendi alamat ngelawang sangattt buruk sekalii membawa paket saya yang sudah ku bayarr terus gak di kembalikan lagi sampai sekarang KURIR YANG TIDAKK BERTANGGUNG JAWAB!!! kurir nya gapunya attitude sekaliii yang satu iniii... sudahh ku telpon/ spam chatt gak di bales"" sama kurir bernama rendii. aplikasi ini baguss cuman kurirnya yang gak punya tanggung jawab.",1,negative
"tau gak kenapa saya kasih bintang 1? karena buat apa kalian kasih fitur game kalau semua permainan seperti di buat susah buat menang, kalau buat hiburan sumpah gak ada satupun yang buat terhibur kalau untuk koin Shopee sekalipun bisa menang makin kesini makin pelit koin nya kenapa gak mending hapus aja fitur game nya..gaguna banget",1,negative
baik tepat waktu,5,positive
"mempermudah belanja online, ongkirnya murah",5,positive
TOLONG NI SHOPEEE KALAU BUKA BERANDA JANGAN DISUGUHKAN LANGSUNG DENGAN SHOPEE VIDEO DONK MAU BUKA YG LAIN MALAH DISUGUHIN LANGSUNG DGN SHOPE VIDEO SAYA TERGANGGU TOLONG DIPERBAIKI LG.,1,negative
"sudah hampir 10 tahun menggunakan aplikasi ini, ttp jadi platform yg terbaik,, sekedar masukan tampilan nya lebih di persimple saja biar mudah dan tidak berat,, trus lebih mempermudah transaksi pembayarannya ya..",5,positive
aplikasi sangat membantu saya dalam pembelian yang saya butuhkan sayang nya 3 kali pengajuan Shopee pinjam gagal,5,positive
"Shopee, tempat belanja online terbaik, sebelumnya saya pakai aplikasi lain, Sellernya pada lelet. Kalau Shopee Seller pada cepat dalam memproses pesanan. Oke Shopee saya suka. tidak pernah mengecewakan layanannya. Terima kasih.",5,positive
"Harganya murah dan banyak pilihan, tetapi saat ini sangat banyak toko yg tidak amanah terutama yg menjual barang elektronik seharusnya pihak shopee memberikan teguran kepada pihak toko yg sering mendapatkan bintang satu dari pembeli kalau perlu tokonya di blokir",4,positive
"SPX expres adalah ekspedisi tercacat dari platform shopee,ekspedisi belum sempurna udah disuruh terjun lapangan,pengiriman lambat,kagak jelass SPX EXPRES",1,negative
"expedisinya tolong diperbaiki,paket sering nyangkut 2 hari di DC sby,terus dari sby harus ke kediri dulu? kenapa ga transit dijombang langsung?,sedangkan pemesan banyak dijombang yg sering kecewa,karena terlalu lama nunggu",2,negative
pelayanan bagus...harga lebih murah...,5,positive
puas,5,positive
bagus,5,positive
sudah bagus tapi ada saja maslahnya ya koin nya mau diklaim ada saja halangannya tapi sisanya bagus,3,negative
makasi barang nya cuco meong cezz,5,positive
aplikasi ini sangat penting bagi saya untuk membeli barang yang kita inginkan,5,positive
"Penuh dengan iklan Malware ini Aplikasi! Saat ada Notifikasi iklan promosi, Selalu Membuka Aplikasi Secara Automatis ! Membahayakan ini Aplikasi untuk Pengguna, Terlalu Memaksa, Secara Estetika Sangat Buruk Cara beriklannya!",1,negative
bagi pihak shopee tolong Adain lagi fitur cod,1,negative
Ok,5,positive
cukup bagus,5,positive
ok,5,positive
tolong pihak shopee dikembalikan lagi fitur cod,1,negative
sudah ga rekomended buat jualan pajak seperti lintah darat kasian penjualnya packing resiko barang lah hadi uang dipotong suka suka yang punya apk .. apa ga kaya rasa yang punya apk,1,negative
boleh lah bisa buat beli² barang yg sya butuh thanks gini aja,4,positive
awalnya suka bgt apk ini tapi sekarang g bgt sebagai penjual sgt amat dirugikan. shopee lebih berpihak pd pembeli contohnya salah 1 cust order malam dikirim lngsung esok hari lusa sudah sampai dan lngsung direturn cust ketika dichat knp direturn katanya mau dipake kemarin tapi datengnya telat. coba pikir aja jatim ke jateng dia maunya 1 hari nyampe dan penjual g bisa nolak return an. pilihan hanya menyetujui brg kembali/mengembalikan sebagian uang. dan skrg gbisa komplain/chat shopee,1,negative
"shopiee slalu baik, semoga sukses",5,positive
biaya ongkir shopeefood gak masuk akal!! mahallllll!!!!!,1,negative
lemot,1,negative
spaylater tidak bisa digunakan untuk metode pembayaran merchand,1,negative
satu kata mantap,4,positive
Shopee mantep,5,positive
sangat baikk,5,positive
delicious 😍😍😍,5,positive
sangat memuaskan,5,positive
sangat membantu 👍,5,positive
terimakasih banyak,5,positive
belanja online paling murah dan gratis ongkir..,5,positive
"terimakasih shoope, market place yg amanah, jaga terus kepercayaan pelanggan, Istikomah",5,positive
rekomendasi buat belanja online,5,positive
GK tau mau ngomong apa😁,5,positive
sangat membantu buat saya jualan sembako,4,positive
"Aplikasinya sangat bagus,,,tapi kedepannya tolong cantumkan nomor hp kurir yang akan antar paket COD supaya penerima bisa menghubingi",5,positive
good,5,positive
tentang kbijakan Publik,5,positive
barang ny.. murah dr d sebelah.. mantappp pokoknya..belanja d shopee..👍👍👍👍👍,5,positive
sangat membantu,5,positive
sangat memuaskan,5,positive
ini Tuh bisa Shopee pay dan COD jadi kalau ga bisa shoopepay ke COD ajaa semuanya lengkapp barang barangnya juga ada yang murahh,5,positive
"Semua aplikasi Shopee mmg patut diacungkan jempol,,hanya maps kurang akurat,,mhn ditingkatkan keakuratan nya dan semoga kedepannya Shopee jd aplikasi market yg bagus n handal.",5,positive
mantap,5,positive
belum pernah kecewa dengan pelayanan shopee... pintar pintar pilih toko aja..🥰,5,positive
Beh gandem,5,positive
mantap,5,positive
"selalu puas belanja di shopee, semoga jaya terus ya, amanah , selalu kreatif",5,positive
sangat memuaskan untuk berbelanja online,5,positive
"ongkir lebih murah,cepat, banyak pilihan toko sesuai daerah",5,positive
menarik,5,positive
keren,5,positive
fast respon 👍,5,positive
"saya baru kali ini sangat kecewaa,pke saya di buka dluan dan barangngnya di ambillll ,di packing acak2an bnr2 prahh bgt nih spexpress",1,negative
pokoknya sopo top deh....,5,positive
bagus,3,negative
bagus,5,positive
Sistem nya bikin pusing gak ada jnt,1,negative
mantapp,5,positive
bagus.,5,positive
Amanah,5,positive
bagus,5,positive
ok,5,positive
tolong beri trefik akun ini🤲🤲🙏👍 @RNjesse,5,positive
ernisetyowati,5,positive
"gw kasih bintang 1 gw g permasalahkan aplikasinya yg gw permasalah kan tu driver shopee food nya tolong min di tinjau dan bila perlu di brifing lagi kepada seluruh driver shoope Sakit hatingw di maki"" pdhal gw nnya sopan sama dia emang salah gw minta di batalkan pesenan tpi jgn gitu juga dong respon nya lgsung memaki, gpunya attitude dan sopan santun sama sekali kepada customer nya , Dan juga satu ya lagi gw permasalahkan kenapa pas mesen di shoope food gbs di batalin tolong lah kerja sama ny",1,negative
mantap,5,positive
baguss,5,positive
seru di kasih promo heboh,5,positive
saran nya kalo lagi mau gofood suka ada nambahkan lokasi padahal sudah di simpan lokasi untuk pesan gofood,5,positive
shopee semua murah!,5,positive
Mantap,5,positive
"buat yg gak suka ribet, sangat membantu untuk berbelanja online.",5,positive
aplikasi tambah berat aja. kebanyakan makan nih aplikasi. makan uang penjual...,1,negative
"jaringan bagus buka apk lain juga lancar, tpi saat buka Shopee disuruh ganti jaringan karena gak ad koneksi, tolong Shopee nya diperbaiki",1,negative
memudahkan belanja untuk aku yng mager,5,positive
saya ingin mengecek spaylater saya tapi hanya muncul layar putih,4,positive
barang barangnya murah dan ongkir.a di murahkn lgi,5,positive
bagus,5,positive
matanya gimana cara melunasi tagihan tpy akun lupa trus nomer gak atif,3,negative
maps tuh betulin...,2,negative
baikk,5,positive
top lah shopee,5,positive
"pengiriman yg sangat lambat, bisa sampe 1 bulan baru sampe barang,",1,negative
"owner shopee anjing, bangsat",1,negative
paling enak transaksi emng sama shopeepay🌸,5,positive
sangat sangat membantu good apps🌟🌟🌟🌟🌟🌟🌟🌟,5,positive
belanja lebih gampang,5,positive
tingkat kan kwalitas belanja mu,5,positive
"Terkadang setelah cek out, lokasi yg sudah di tentukan tetapi barang belum sampai.",4,positive
"kalau dari shopee nya okee lah enak apk nya, tp kalo boleh saran kasi info kontak kurir yang nganter biar bisa komunikasi sama kurir langsung",5,positive
bagus barang selalu ada diskon,5,positive
sangkat bagus,5,positive
Keamanan terjamin,5,positive
sangat baik,5,positive
mantap sangat berguna untuk belanja,5,positive
mantap,5,positive
Harga dan desain produk menarik,5,positive
terbaik shoppepay bsa ngebantu d saat ke penetapan dana,5,positive
shopee Indonesia mantap,5,positive
bagus,5,positive
"shopie yg sekarang bukan shopie yg dulu kebanyakan video promo ,giliran ditanya pesanan gk sampai² ,sy ajukan pengembalian dana ditunda² trs alasan investigasi",1,negative
"tolong dong, shopee games saya ga bisa di buka",3,negative
lama datang paket nya,1,negative
"adaapa dengan shopee aku mau CO , tapi ngak bisa² di pembayarannya , stuck trus dan pasti balik ke branda trus , tolong lahhh aku butuh urgent iniii",2,negative
Sesuai harapan,5,positive
mau aktif kan spaylater. bantuin donk jgn di bekukan please. tolong percepat untuk aktif nya shopee paylaterku dong,5,positive
aplikasi shopee sangat bagus,5,positive
Murah2 & banyak promo nya..... Silahkann belanja di Shopee........,5,positive
mantaap,5,positive
"ngga bsa COD buat apa, d sni toko jg banyk",1,negative
"shopee sangat membantu untuk shoping, cepat & terpercaya",5,positive
semoga toko²shopy sellu amanah biar konsumen GK kecewa dn pindah blnja,4,positive
nicee,5,positive
ok,5,positive
Sangat membantu ❤️,5,positive
aplikasi yg sangat membantu dalam mencari kebutuhan dan pengiriman nya cepat,5,positive
👍👍,5,positive
mantap,5,positive
lemot bnget,1,negative
bagus sekali,5,positive
ok mntap,5,positive
gg shopee,5,positive
ntap,5,positive
Dari 2023 ga pernah naik naik limit spaylater padahal sering co:),5,positive
bagus sangat suportif,5,positive
Ok sìp,5,positive
lumayan,2,negative
mantul tenan,5,positive
tolong atas nama imam sugianor di loloskan play liter saya sudah pakai 10 tahunan dan sudah banyak beli di shope tolong kebijakannya,5,positive
"ok 👍🏻 semakin kesini semakin baik semakin bagus banyak hadiah juga, terimakasih banyak 🙏🏻",5,positive
"senang belanja di shopee, kalau bisa kasih diskon ya,sama free ongkir.",4,positive
T.O.P,5,positive
capek verifikasi muka selalu gagal.. padahal muka2 sendiri malah gak Bisa lakuin transaksi..aneh nih shopee uang gw GK bsa d tf ke rekening seabank,1,negative
mantap,5,positive
"mantapp, sangat membantu saya buat belanja online",5,positive
mantap,5,positive
"shopee murah, cepat, kulir ramah",5,positive
saya sangat senang belanja disopee,5,positive
giod,5,positive
Mantap,5,positive
Ok,5,positive
dengan adanya shopee saya sangat kebantusekali..jadi serba bisa beli apa2 nggk usah keluar ruman sudah biasa belanja,5,positive
sangat bagus,5,positive
"ini adalah market place dg byk pilihan diskon,pembayaran & harga produk yg jauh lbh murah dr market place lainnya",5,positive
luar biasa,5,positive
bagus,4,positive
bagus banget disko banyak,5,positive
sejak ada shope spay jadi gak ragu lagi belanja di online,5,positive
jelek,1,negative
bagus,5,positive
Shopee sekarang lama pengirimannya dari jakarta ke Surabaya biasanya butuh 3 hri aj sudah nyampek sekarang 6 hari. semkin lelet aja,2,negative
pengiriman lamabat sekali banyak pending nya,1,negative
"shoppy sekarng knpa yah , kok selalu tiba"" dibatalin pesanan ama shoppy",4,positive
belanja lebih praktis dan terjamin barang/harga nya,5,positive
apk tb tb pesen sendiriiii 😭😭,1,negative
nice,5,positive
so far so good. keep it up!! kl bisa banyakin voucher sama adain cashback donk!,5,positive
"sebab paylaternya ga active""",3,negative
"setiap buka aplikasi selalu shopee vidio,mana ga vidio ga jelas terus, perbaiki lah 😡",1,negative
gak bisa verifikasi dengan email,1,negative
kenapa susah di buka udah saya update,5,positive
"Barang2 di Shopee variatif,bahkan barang2 penunjang kebutuhan dirumah yg gak ada disekitaran juga malah ketemunya di shopee..deskripsi nya jujur dan terpercaya",5,positive
"iklan nya di mana² banyak banget sampe muak liat nya, jadi STOP YA KLO TIAP BUKA APK ATAU NYARI SESUATU DI GOOGLE OR CHROME TU PASTI SHOPEE, SHOPEE, SHOPEE!! Tolong banget di kondisikan jgn apa apa buka nanti pasti shopee MUAAAK BANGET",1,negative
baru dicoba,2,negative
kurir nya ga amanah,1,negative
"sangat membantu, dan sangat memuaskan..",5,positive
nuwon,5,positive
mantap banget shoopy untuk keseluruhan the best lah pokoknya,5,positive
saya mendapatkan kesan yang amat sangat buruk oleh service chat shopee dengan pegawai bernama DARA hati hati untuk kalian yg menggunakan cs jika di layanin oleh pegawai perempuan bernama DARA,1,negative
"kenapa setiap sya pesen sesuatu barang selalu nyangkut di kurir/tempat ekspedisi lebih dari 3 hari, giliran sayapesen di apk lain g pernah nyangkut kaya gini cepet dateng pesanan nya tolong dong perbaiki atau beri alasan kenapa gitu bisa nyangkut disitu sedangkan apk lain tidak.",1,negative
kenapa shoope saya keluar sendiri dan hilang tanpa jejak ..mana saya ada pesanan lagi!!!!!! nyesel download shoope!!!!!!!!!!!!!!!!!!!!!!!!!!!!! aplikasi egk jelas!!!!!!!!!!😡😡😡😡😡😡😡😡😡😡😡😡😡,1,negative
ok ongkir murah. sering gratis,5,positive
"Harapan kami tolong sesuaikan tampilan iklan dengan produk yang dikirim, kenapa seringkali produknya yang kami terima tidak sesuai dengan tampilan barangnya?",5,positive
shopee mantap terpercaya ..,5,positive
enak belanja disini,5,positive
baik,4,positive
gua lagi nonton dracin malah iklan ini mulu,1,negative
"ada suka ada duka,",4,positive
belanja lebih mudah dan ga repot lagi cari barang ke pasar,5,positive
ok,5,positive
bagusss apk nyaa,5,positive
mantap,5,positive
mempermudah mencari barang yang diperlukan,5,positive
bagus sekali,5,positive
baguuuuusb. bangeeeet....!,5,positive
adanya shopee memudahkan kita untuk belanja aku sangat suka dengan adanya belanja online,5,positive
kenapa akun shopee saya gak bisa kebuka,5,positive
bagus,5,positive
Ok,5,positive
ya lumayan bonus koin nya sayang diskon nya kecil,5,positive
cukup bagus tapi tidak dengan mitra driver nya,5,positive
"saya senang sekali berbelanja di shopee karena gampang, lebih murah,ada diskon2 ongkirnya. dan pesanan yang aku order sesuai dengan deskripsi barangnya",5,positive
aplikasi sampah,1,negative
terima kasih buat sopi sangat memuaskan belanja di sopi👍🙏,5,positive
😄😙,5,positive
belanja semakin mudah .,5,positive
bisa diandalkan,5,positive
tempat belanya nyaman,5,positive
mantap,5,positive
biarkan bintang yang berbicara,5,positive
keren,5,positive
tempat belanja online yang bagus,5,positive
mantap,5,positive
terimakasih,5,positive
saya suka dengan aplikasi ini,5,positive
Aplikasi online shop pertama favorite saya...luvh shopee❤ selalu dihati..banyakin gratis ongkirnya ya shopee..hihi🥳,5,positive
ok bagus kak.,5,positive
oke,5,positive
bagus mantav,5,positive
membeli barang dengan koin,5,positive
tingkatkan kepuasan pelangan,5,positive
Shopee memang oke.trimakasih atas kemudahan dan info yg jelas dalam berbelanja.smoga sukses slalu 🤲👍,5,positive
real pict,5,positive
belanja enak tapi ada penipuan disini,4,positive
"yang pasti harganya jauh lebih murah beli di shopee,banyak promonya pula..okelah pokoknya",5,positive
belanja aman dan amanah,5,positive
"Aplikasi cacat gampang kebobolan,giliran ngadu ke pihak shopenya ngga ada respon",5,positive
jujur,5,positive
mudah dan amanah,5,positive
top,5,positive
sangat membantu sukses trus shopee,5,positive
Bagus sekali,5,positive
"enk di pelajari, dan mudah di gunakan",5,positive
mantap,5,positive
ok,5,positive
sangat membatu makasih shopepay,5,positive
pengiriman tepat waktu,5,positive
ok,5,positive
Bintang 3 dulu ya..coz fitur chatnya masih blm ada notifikasi bahwa chat sudah dibaca atau belum. Dan chat suka gagal terkirim. Sekarang udah aku tambah bintangnya coz udah baik.,5,positive
Heran dehh.. bisa-bisanya riwayat pesanan sy hilang dan pesanan yg sedang proses jg menghilang,5,positive
mantap,5,positive
terimakasih,5,positive
makasih shopee,5,positive
semoga koinnya bermamfaat🤲,5,positive
terimakasih,5,positive
peraturan ini Syanal AEPaIa RaNa,5,positive
mudah penggunaanya,5,positive
mantap,5,positive
sangat luar biasa,5,positive
"baru pke shopee trnyata fiturnya bagus , dan bnyak promo nya",5,positive
"dikit² sophe , buka crom shope buka yt shope iklan shope , semua aja shope setan",2,negative
sayang potongan bagi seller sangat besar,4,positive
Good job🥰,5,positive
sangat membantu,5,positive
mantap,5,positive
sangat membantu dalam berbelanja,5,positive
good,4,positive
"bagus belanja mudah, dibanding toko sebelah,",5,positive
"membantu..tapi kita harus teliti memesan barang,memilih toko..",4,positive
good,5,positive
sangat murah dan cepat sampai,5,positive
belanja di shopee sangat menyenangkan...terimakasih shopee semoga semakin maju,5,positive
👍🏻👍🏻👍🏻👍🏻,4,positive
keren,5,positive
ini spaylater ku knpa gak bisa di buka mau bayar ini knpa gk bisa di buka,1,negative
Alhamdulillah banyak kemudahan,5,positive
pokoknya mantap belanja online di shopee,5,positive
Lemot parah,1,negative
keren,5,positive
Aplikasi market online yg komplit.,5,positive
